rho,V,W,CL,TR,PR,RC
1.225,390,160000,0.0365,140443.62,54773010.75,-145.8786
1.225,10,170000,59.0534,565174.04,5651740.37,-28.5046
1.225,20,170000,14.7634,141638.96,2832779.19,-7.1815
1.225,30,170000,6.5615,63615.96,1908478.79,2.9965
1.225,40,170000,3.6908,36791.54,1471661.59,10.3069
1.225,50,170000,2.3621,24906.28,1245313.83,16.3793
1.225,60,170000,1.6404,19013.04,1140782.4,21.7352
1.225,70,170000,1.2052,16046.16,1123231.48,26.5793
1.225,80,170000,0.9227,14725.08,1178006.8,30.9981
1.225,90,170000,0.7291,14438.04,1299423.6,35.0248
1.225,100,170000,0.5905,14862.82,1486281.92,38.6666
1.225,110,170000,0.488,15816.62,1739828.03,41.9161
1.225,120,170000,0.4101,17189.46,2062735.2,44.7576
1.225,130,170000,0.3494,18911.96,2458554.8,47.1701
1.225,140,170000,0.3013,20938.59,2931402.74,49.1296
1.225,150,170000,0.2625,23238.48,3485771.28,50.6096
1.225,160,170000,0.2307,25790.07,4126411.4,51.5821
1.225,170,170000,0.2043,28577.98,4858256.73,52.018
1.225,180,170000,0.1823,31590.96,5686372.8,51.8877
1.225,190,170000,0.1636,34820.64,6615922.34,51.1607
1.225,200,170000,0.1476,38260.7,7652140.96,49.8062
1.225,210,170000,0.1339,41906.28,8800319.83,47.7932
1.225,220,170000,0.122,45753.6,10065793.02,45.0902
1.225,230,170000,0.1116,49799.69,11453928.19,41.6656
1.225,240,170000,0.1025,54042.16,12970119.6,37.4878
1.225,250,170000,0.0945,58479.13,14619782.77,32.5248
1.225,260,170000,0.0874,63109.04,16408350.4,26.7448
1.225,270,170000,0.081,67930.63,18341269.2,20.1156
1.225,280,170000,0.0753,72942.85,20423997.37,12.6052
1.225,290,170000,0.0702,78144.84,22662002.63,4.1814
1.225,300,170000,0.0656,83535.87,25060760.64,-5.188
1.225,310,170000,0.0614,89115.33,27625753.69,-15.5353
1.225,320,170000,0.0577,94882.72,30362469.7,-26.8926
1.225,330,170000,0.0542,100837.58,33276401.34,-39.2925
1.225,340,170000,0.0511,106979.55,36373045.36,-52.7671
1.225,350,170000,0.0482,113308.29,39657901.98,-67.3488
1.225,360,170000,0.0456,119823.54,43136474.4,-83.0701
1.225,370,170000,0.0431,126525.05,46814268.44,-99.9632
1.225,380,170000,0.0409,133412.61,50696792.17,-118.0607
1.225,390,170000,0.0388,140486.04,54789555.6,-137.3948
1.225,10,180000,62.5271,633609.56,6336095.63,-30.723
1.225,20,180000,15.6318,158747.84,3174956.82,-8.6835
1.225,30,180000,6.9475,71219.91,2136597.21,1.5627
1.225,40,180000,3.9079,41068.76,1642750.41,8.7838
1.225,50,180000,2.5011,27643.7,1382184.89,14.709
1.225,60,180000,1.7369,20914.03,1254841.61,19.894
1.225,70,180000,1.2761,17442.81,1220996.52,24.5596
1.225,80,180000,0.977,15794.39,1263551.2,28.8007
1.225,90,180000,0.7719,15282.92,1375463.07,32.6565
1.225,100,180000,0.6253,15547.17,1554717.44,36.1382
1.225,110,180000,0.5168,16382.2,1802042.15,39.2418
1.225,120,180000,0.4342,17664.71,2119764.8,41.9542
1.225,130,180000,0.37,19316.9,2511197.51,44.2571
1.225,140,180000,0.319,21287.75,2980285.26,46.1286
1.225,150,180000,0.2779,23542.63,3531394.96,47.5445
1.225,160,180000,0.2442,26057.4,4169183.6,48.4788
1.225,170,180000,0.2164,28814.78,4898512.92,48.9045
1.225,180,180000,0.193,31802.18,5724392.54,48.7938
1.225,190,180000,0.1732,35010.22,6651941.03,48.1183
1.225,200,180000,0.1563,38431.79,7686358.72,46.8491
1.225,210,180000,0.1418,42061.47,8832908.17,44.957
1.225,220,180000,0.1292,45895,10096900.07,42.4123
1.225,230,180000,0.1182,49929.06,11483682.77,39.1855
1.225,240,180000,0.1086,54160.98,12998634.4,35.2467
1.225,250,180000,0.1,58588.63,14647156.98,30.5658
1.225,260,180000,0.0925,63210.28,16434671.76,25.1127
1.225,270,180000,0.0858,68024.5,18366615.69,18.8572
1.225,280,180000,0.0798,73030.14,20448438.63,11.7691
1.225,290,180000,0.0743,78226.21,22685601.09,3.818
1.225,300,180000,0.0695,83611.91,25083572.48,-5.0265
1.225,310,180000,0.0651,89186.55,27647829.67,-14.7948
1.225,320,180000,0.0611,94949.55,30383855.8,-25.5174
1.225,330,180000,0.0574,100900.42,33297139.38,-37.2248
1.225,340,180000,0.0541,107038.75,36393173.46,-49.9474
1.225,350,180000,0.051,113364.16,39677454.98,-63.7159
1.225,360,180000,0.0482,119876.35,43155484.27,-78.5607
1.225,370,180000,0.0457,126575.04,46832764.53,-94.5125
1.225,380,180000,0.0433,133460,50714801.52,-111.6018
1.225,390,180000,0.0411,140531.03,54807103.17,-129.8592
1.225,10,190000,66.0009,705955.69,7059556.91,-32.9137
1.225,20,190000,16.5002,176834.37,3536687.46,-10.1304
1.225,30,190000,7.3334,79258.37,2377750.97,0.2112
1.225,40,190000,4.1251,45590.39,1823615.73,7.3696
1.225,50,190000,2.64,30537.54,1526877.14,13.1733
1.225,60,190000,1.8334,22923.64,1375418.49,18.2123
1.225,70,190000,1.347,18919.26,1324348.13,22.723
1.225,80,190000,1.0313,16924.8,1353983.86,26.8089
1.225,90,190000,0.8148,16176.09,1455847.66,30.5147
1.225,100,190000,0.66,16270.64,1627063.57,33.8555
1.225,110,190000,0.5455,16980.1,1867811.36,36.8303
1.225,120,190000,0.4583,18167.11,2180053.24,39.4288
1.225,130,190000,0.3905,19744.99,2566848.38,41.6349
1.225,140,190000,0.3367,21656.86,3031961.07,43.4288
1.225,150,190000,0.2933,23864.17,3579625.71,44.7883
1.225,160,190000,0.2578,26340,4214399.93,45.6893
1.225,170,190000,0.2284,29065.11,4941069.47,46.1066
1.225,180,190000,0.2037,32025.47,5764584.83,46.0142
1.225,190,190000,0.1828,35210.62,6690017.94,45.3854
1.225,200,190000,0.165,38612.66,7722531.79,44.193
1.225,210,190000,0.1497,42225.52,8867358.71,42.4095
1.225,220,190000,0.1364,46044.48,10129784.68,40.007
1.225,230,190000,0.1248,50065.82,11515137.6,36.9576
1.225,240,190000,0.1146,54286.58,13028778.62,33.233
1.225,250,190000,0.1056,58704.38,14676095.43,28.8048
1.225,260,190000,0.0976,63317.3,16462497.19,23.6445
1.225,270,190000,0.0905,68123.74,18393410.55,17.7237
1.225,280,190000,0.0842,73122.42,20474276.53,11.0137
1.225,290,190000,0.0785,78312.23,22710548.03,3.4857
1.225,300,190000,0.0733,83692.29,25107687.86,-4.8889
1.225,310,190000,0.0687,89261.83,27671167.13,-14.139
1.225,320,190000,0.0645,95020.2,30406463.97,-24.2934
1.225,330,190000,0.0606,100966.86,33319062.45,-35.381
1.225,340,190000,0.0571,107101.33,36414451.73,-47.4306
1.225,350,190000,0.0539,113423.22,39698125.31,-60.4712
1.225,360,190000,0.0509,119932.17,43175580.41,-74.5317
1.225,370,190000,0.0482,126627.89,46852317.54,-89.641
1.225,380,190000,0.0457,133510.11,50733839.97,-105.8282
1.225,390,190000,0.0434,140578.6,54825653.46,-123.1222
1.225,10,200000,69.4746,782212.42,7822124.2,-35.0808
1.225,20,200000,17.3686,195898.56,3917971.1,-11.5303
1.225,30,200000,7.7194,87731.34,2631940.07,-1.0703
1.225,40,200000,4.3422,50356.44,2014257.55,6.0479
1.225,50,200000,2.779,33587.81,1679390.6,11.752
1.225,60,200000,1.9298,25041.88,1502513.03,16.6662
1.225,70,200000,1.4178,20475.52,1433286.31,21.0422
1.225,80,200000,1.0855,18116.31,1449304.78,24.9919
1.225,90,200000,0.8577,17117.53,1540577.36,28.5653
1.225,100,200000,0.6947,17033.2,1703320.3,31.7814
1.225,110,200000,0.5742,17610.32,1937135.65,34.6421
1.225,120,200000,0.4825,18696.67,2243600.52,37.1396
1.225,130,200000,0.4111,20196.21,2625507.4,39.2599
1.225,140,200000,0.3545,22045.93,3086430.16,40.985
1.225,150,200000,0.3088,24203.09,3630463.53,42.2947
1.225,160,200000,0.2714,26637.88,4262060.39,43.1665
1.225,170,200000,0.2404,29328.98,4985926.36,43.577
1.225,180,200000,0.2144,32260.83,5806949.68,43.5017
1.225,190,200000,0.1925,35421.86,6730153.06,42.9154
1.225,200,200000,0.1737,38803.3,7760660.15,41.7927
1.225,210,200000,0.1575,42398.44,8903671.44,40.1074
1.225,220,200000,0.1435,46202.03,10164446.83,37.8334
1.225,230,200000,0.1313,50209.97,11548292.7,34.9439
1.225,240,200000,0.1206,54418.97,13060552.26,31.4124
1.225,250,200000,0.1112,58826.39,14706598.12,27.212
1.225,260,200000,0.1028,63430.1,16491826.7,22.3157
1.225,270,200000,0.0953,68228.35,18421653.79,16.6963
1.225,280,200000,0.0886,73219.68,20501511.08,10.3268
1.225,290,200000,0.0826,78402.91,22736843.46,3.18
1.225,300,200000,0.0772,83777.02,25133106.77,-4.7715
1.225,310,200000,0.0723,89341.18,27695766.07,-13.555
1.225,320,200000,0.0678,95094.67,30430294.19,-23.1979
1.225,330,200000,0.0638,101036.88,33342170.55,-33.7275
1.225,340,200000,0.0601,107167.29,36436880.18,-45.1712
1.225,350,200000,0.0567,113485.47,39719912.94,-57.5566
1.225,360,200000,0.0536,119991.01,43196762.84,-70.911
1.225,370,200000,0.0507,126683.59,46872927.46,-85.262
1.225,380,200000,0.0481,133562.91,50753907.53,-100.6371
1.225,390,200000,0.0457,140628.73,54845206.47,-117.0638
1.112,10,50000,19.1336,53933.52,539335.19,3.8456
1.112,20,50000,4.7834,13796.96,275939.28,23.7458
1.112,30,50000,2.126,6735.92,202077.7,39.8553
1.112,40,50000,1.1959,4703.58,188143.08,54.7663
1.112,50,50000,0.7653,4244.56,212227.79,68.9169
1.112,60,50000,0.5315,4506.24,270374.21,82.3862
1.112,70,50000,0.3905,5196.48,363753.26,95.1509
1.112,80,50000,0.299,6193.24,495459.06,107.1491
1.112,90,50000,0.2362,7438.23,669440.51,118.3018
1.112,100,50000,0.1913,8900.74,890073.9,128.5214
1.112,110,50000,0.1581,10563.35,1161968.6,137.7158
1.112,120,50000,0.1329,12415.58,1489869.99,145.79
1.112,130,50000,0.1132,14450.82,1878607.13,152.6476
1.112,140,50000,0.0976,16664.73,2333062.87,158.1907
1.112,150,50000,0.085,19054.37,2858155.93,162.3212
1.112,160,50000,0.0747,21617.69,3458829.69,164.94
1.112,170,50000,0.0662,24353.21,4140044.92,165.948
1.112,180,50000,0.0591,27259.86,4906774.98,165.2456
1.112,190,50000,0.053,30336.86,5764002.47,162.7334
1.112,200,50000,0.0478,33583.58,6716716.95,158.3114
1.112,210,50000,0.0434,36999.59,7769913.27,151.8797
1.112,220,50000,0.0395,40584.5,8928590.38,143.3385
1.112,230,50000,0.0362,44338.05,10197750.41,132.5876
1.112,240,50000,0.0332,48259.99,11582398.03,119.5269
1.112,250,50000,0.0306,52350.16,13087539.96,104.0564
1.112,260,50000,0.0283,56608.4,14718184.52,86.0757
1.112,270,50000,0.0262,61034.6,16479341.4,65.4849
1.112,280,50000,0.0244,65628.65,18376021.35,42.1836
1.112,290,50000,0.0228,70390.47,20413236.07,16.0716
1.112,300,50000,0.0213,75319.99,22595997.97,-12.9514
1.112,310,50000,0.0199,80417.16,24929320.12,-44.9855
1.112,320,50000,0.0187,85681.93,27418216.12,-80.1312
1.112,330,50000,0.0176,91114.24,30067700.04,-118.4886
1.112,340,50000,0.0166,96714.08,32882786.3,-160.158
1.112,350,50000,0.0156,102481.4,35868489.68,-205.2398
1.112,360,50000,0.0148,108416.18,39029825.25,-253.8342
1.112,370,50000,0.014,114518.4,42371808.3,-306.0416
1.112,380,50000,0.0133,120788.04,45899454.35,-361.9622
1.112,390,50000,0.0126,127225.07,49617779.12,-421.6964
1.112,10,60000,22.9604,77627.47,776274.74,-0.7443
1.112,20,60000,5.7401,19720.45,394409.05,17.8137
1.112,30,60000,2.5512,9368.59,281057.55,31.8964
1.112,40,60000,1.435,6184.45,247377.97,44.6513
1.112,50,60000,0.9184,5192.31,259615.7,56.6409
1.112,60,60000,0.6378,5164.4,309864.14,67.997
1.112,70,60000,0.4686,5680.03,397601.76,78.7283
1.112,80,60000,0.3588,6563.46,525076.5,88.7973
1.112,90,60000,0.2835,7730.75,695767.13,98.146
1.112,100,60000,0.2296,9137.68,913767.85,106.7063
1.112,110,60000,0.1898,10759.17,1183508.55,114.4041
1.112,120,60000,0.1594,12580.12,1509614.95,121.1626
1.112,130,60000,0.1359,14591.02,1896833.24,126.9025
1.112,140,60000,0.1171,16785.62,2349987.12,131.5436
1.112,150,60000,0.102,19159.68,2873951.9,135.0044
1.112,160,60000,0.0897,21710.24,3473638.41,137.2032
1.112,170,60000,0.0794,24435.19,4153982.54,138.0577
1.112,180,60000,0.0709,27332.99,4919938.29,137.4853
1.112,190,60000,0.0636,30402.49,5776472.97,135.4033
1.112,200,60000,0.0574,33642.82,6728563.93,131.7287
1.112,210,60000,0.0521,37053.31,7781196.11,126.3784
1.112,220,60000,0.0474,40633.46,8939360.36,119.2692
1.112,230,60000,0.0434,44382.84,10208052.13,110.3179
1.112,240,60000,0.0399,48301.13,11592270.51,99.4412
1.112,250,60000,0.0367,52388.07,13097017.54,86.5557
1.112,260,60000,0.034,56643.45,14727297.58,71.5779
1.112,270,60000,0.0315,61067.1,16488116.94,54.4245
1.112,280,60000,0.0293,65658.87,18384483.48,35.0119
1.112,290,60000,0.0273,70418.64,20421406.4,13.2568
1.112,300,60000,0.0255,75346.32,22603895.95,-10.9244
1.112,310,60000,0.0239,80441.82,24936963.33,-37.6153
1.112,320,60000,0.0224,85705.06,27425620.49,-66.8994
1.112,330,60000,0.0211,91136,30074880.02,-98.8601
1.112,340,60000,0.0199,96734.57,32889755.11,-133.5811
1.112,350,60000,0.0187,102500.74,35875259.39,-171.146
1.112,360,60000,0.0177,108434.46,39036406.9,-211.6382
1.112,370,60000,0.0168,114535.71,42378212.07,-255.1414
1.112,380,60000,0.0159,120804.45,45905689.6,-301.7391
1.112,390,60000,0.0151,127240.65,49623854.49,-351.5149
1.112,10,70000,26.7871,105629.42,1056294.21,-4.6383
1.112,20,70000,6.6968,26720.94,534418.78,13.2687
1.112,30,70000,2.9763,12479.91,374397.38,26.0064
1.112,40,70000,1.6742,7934.57,317382.83,37.2725
1.112,50,70000,1.0715,6312.39,315619.6,47.7493
1.112,60,70000,0.7441,5942.23,356534.05,57.6165
1.112,70,70000,0.5467,6251.49,437604.54,66.9099
1.112,80,70000,0.4185,7000.99,560078.94,75.6119
1.112,90,70000,0.3307,8076.45,726880.41,83.6807
1.112,100,70000,0.2679,9417.7,941769.8,91.0625
1.112,110,70000,0.2214,10990.59,1208964.87,97.697
1.112,120,70000,0.186,12774.58,1532949.9,103.5203
1.112,130,70000,0.1585,14756.72,1918373.2,108.4659
1.112,140,70000,0.1367,16928.49,2369988.51,112.4659
1.112,150,70000,0.1191,19284.13,2892619.87,115.4514
1.112,160,70000,0.1046,21819.62,3491139.63,117.3527
1.112,170,70000,0.0927,24532.08,4170454.28,118.0998
1.112,180,70000,0.0827,27419.42,4935494.92,117.6223
1.112,190,70000,0.0742,30480.06,5791210.84,115.8494
1.112,200,70000,0.067,33712.82,6742564.9,112.7103
1.112,210,70000,0.0607,37116.81,7794530.37,108.1339
1.112,220,70000,0.0553,40691.31,8952088.51,102.0489
1.112,230,70000,0.0506,44435.77,10220226.89,94.3843
1.112,240,70000,0.0465,48349.74,11603937.99,85.0686
1.112,250,70000,0.0429,52432.87,13108218.32,74.0306
1.112,260,70000,0.0396,56684.88,14738067.56,61.1986
1.112,270,70000,0.0367,61105.51,16498488.03,46.5014
1.112,280,70000,0.0342,65694.59,18394484.18,29.8674
1.112,290,70000,0.0319,70451.94,20431062.24,11.225
1.112,300,70000,0.0298,75377.43,22613229.93,-9.4972
1.112,310,70000,0.0279,80470.96,24945996.22,-32.3708
1.112,320,70000,0.0262,85732.41,27434371.09,-57.4673
1.112,330,70000,0.0246,91161.71,30083365.46,-84.8585
1.112,340,70000,0.0232,96758.8,32897990.98,-114.6158
1.112,350,70000,0.0219,102523.6,35883259.94,-146.8108
1.112,360,70000,0.0207,108456.07,39044185.22,-181.5153
1.112,370,70000,0.0196,114556.16,42385780.16,-218.8007
1.112,380,70000,0.0186,120823.84,45913058.54,-258.7388
1.112,390,70000,0.0176,127259.06,49631034.48,-301.4011
1.112,10,80000,30.6138,137939.36,1379393.59,-8.0972
1.112,20,80000,7.6535,34798.42,695968.47,9.5908
1.112,30,80000,3.4015,16069.91,482097.17,21.4093
1.112,40,80000,1.9134,9953.94,398157.68,31.6037
1.112,50,80000,1.2246,7604.79,380239.47,40.9729
1.112,60,80000,0.8504,6839.73,410383.94,49.7413
1.112,70,80000,0.6248,6910.88,483761.6,57.9692
1.112,80,80000,0.4783,7505.83,600466.36,65.6556
1.112,90,80000,0.3779,8475.34,762780.34,72.7719
1.112,100,80000,0.3061,9740.8,974079.74,79.2758
1.112,110,80000,0.253,11257.61,1238337.54,85.1177
1.112,120,80000,0.2126,12998.96,1559874.85,90.2437
1.112,130,80000,0.1811,14947.9,1943227,94.597
1.112,140,80000,0.1562,17093.34,2393067.04,98.1192
1.112,150,80000,0.1361,19427.73,2914159.82,100.7507
1.112,160,80000,0.1196,21945.83,3511333.34,102.4312
1.112,170,80000,0.1059,24643.88,4189460.12,103.0998
1.112,180,80000,0.0945,27519.14,4953444.89,102.6952
1.112,190,80000,0.0848,30569.56,5808216.07,101.1557
1.112,200,80000,0.0765,33793.6,6758719.87,98.4196
1.112,210,80000,0.0694,37190.08,7809916.05,94.4248
1.112,220,80000,0.0633,40758.07,8966774.85,89.1092
1.112,230,80000,0.0579,44496.85,10234274.68,82.4107
1.112,240,80000,0.0531,48405.84,11617400.47,74.2668
1.112,250,80000,0.049,52484.57,13121142.29,64.6152
1.112,260,80000,0.0453,56732.67,14750494.46,53.3935
1.112,270,80000,0.042,61149.83,16510454.67,40.5391
1.112,280,80000,0.039,65735.8,18406023.44,25.9897
1.112,290,80000,0.0364,70490.36,20442203.6,9.6826
1.112,300,80000,0.034,75413.33,22623999.91,-8.4446
1.112,310,80000,0.0319,80504.58,24956418.78,-28.4547
1.112,320,80000,0.0299,85763.96,27444467.95,-50.4101
1.112,330,80000,0.0281,91191.38,30093156.35,-74.3736
1.112,340,80000,0.0265,96786.75,32907493.9,-100.4076
1.112,350,80000,0.025,102549.98,35892491.35,-128.5749
1.112,360,80000,0.0236,108481,39053160.2,-158.9381
1.112,370,80000,0.0224,114579.76,42394512.58,-191.5598
1.112,380,80000,0.0212,120846.21,45921561.15,-226.5027
1.112,390,80000,0.0201,127280.31,49639319.08,-263.8295
1.112,10,90000,34.4405,174557.29,1745572.89,-11.2662
1.112,20,90000,8.6101,43952.91,879058.12,6.4908
1.112,30,90000,3.8267,20138.56,604156.94,17.6743
1.112,40,90000,2.1525,12242.56,489702.5,27.0751
1.112,50,90000,1.3776,9069.51,453475.33,35.6066
1.112,60,90000,0.9567,7856.9,471413.83,43.5364
1.112,70,90000,0.7029,7658.18,536072.93,50.947
1.112,80,90000,0.5381,8077.98,646238.77,57.852
1.112,90,90000,0.4252,8927.41,803466.93,64.234
1.112,100,90000,0.3444,10106.98,1010697.67,70.0605
1.112,110,90000,0.2846,11560.24,1271626.57,75.2903
1.112,120,90000,0.2392,13253.25,1590389.79,79.8776
1.112,130,90000,0.2038,15164.57,1971394.64,83.7732
1.112,140,90000,0.1757,17280.16,2419222.7,86.9264
1.112,150,90000,0.1531,19590.48,2938571.78,89.2849
1.112,160,90000,0.1345,22088.87,3534219.55,90.7957
1.112,170,90000,0.1192,24770.59,4211000.08,91.4049
1.112,180,90000,0.1063,27632.16,4973788.18,91.0585
1.112,190,90000,0.0954,30670.99,5827488.66,89.702
1.112,200,90000,0.0861,33885.14,6777028.83,87.2806
1.112,210,90000,0.0781,37273.11,7827353.16,83.7394
1.112,220,90000,0.0712,40833.72,8983419.36,79.0233
1.112,230,90000,0.0651,44566.07,10250195.52,73.077
1.112,240,90000,0.0598,48469.41,11632657.94,65.8454
1.112,250,90000,0.0551,52543.16,13135789.47,57.273
1.112,260,90000,0.0509,56786.84,14764578.28,47.3044
1.112,270,90000,0.0472,61200.06,16524016.87,35.8841
1.112,280,90000,0.0439,65782.5,18419101.27,22.9567
1.112,290,90000,0.041,70533.9,20454830.47,8.4665
1.112,300,90000,0.0383,75454.02,22636205.89,-7.642
1.112,310,90000,0.0358,80542.68,24968231.01,-25.4243
1.112,320,90000,0.0336,85799.72,27455911.05,-44.9361
1.112,330,90000,0.0316,91225.01,30104252.7,-66.2331
1.112,340,90000,0.0298,96818.42,32918263.88,-89.3709
1.112,350,90000,0.0281,102579.87,35902953.62,-114.405
1.112,360,90000,0.0266,108509.26,39063331.85,-141.3913
1.112,370,90000,0.0252,114606.51,42404409.32,-170.3853
1.112,380,90000,0.0239,120871.57,45931197.45,-201.4428
1.112,390,90000,0.0226,127304.38,49648708.29,-234.6195
1.112,10,100000,38.2673,215483.21,2154832.11,-14.2322
1.112,20,100000,9.5668,54184.39,1083687.73,3.7954
1.112,30,100000,4.2519,24685.89,740576.68,14.5427
1.112,40,100000,2.3917,14800.43,592017.31,23.3444
1.112,50,100000,1.5307,10706.54,535327.18,31.2274
1.112,60,100000,1.063,8993.73,539623.7,38.5006
1.112,70,100000,0.781,8493.41,594538.53,45.2676
1.112,80,100000,0.5979,8717.45,697396.17,51.5552
1.112,90,100000,0.4724,9432.67,848940.17,57.3559
1.112,100,100000,0.3827,10516.24,1051623.59,62.6452
1.112,110,100000,0.3163,11898.47,1308831.95,67.3893
1.112,120,100000,0.2657,13537.46,1624494.73,71.5488
1.112,130,100000,0.2264,15406.74,2002876.12,75.0811
1.112,140,100000,0.1952,17488.97,2448455.5,77.9414
1.112,150,100000,0.1701,19772.37,2965855.73,80.0836
1.112,160,100000,0.1495,22248.74,3559798.25,81.4603
1.112,170,100000,0.1324,24912.2,4235074.15,82.0237
1.112,180,100000,0.1181,27758.47,4996524.81,81.7253
1.112,190,100000,0.106,30784.36,5849028.62,80.5164
1.112,200,100000,0.0957,33987.46,6797491.79,78.3479
1.112,210,100000,0.0868,37365.91,7846841.7,75.1706
1.112,220,100000,0.0791,40918.28,9002022.06,70.9349
1.112,230,100000,0.0723,44643.43,10267989.4,65.5914
1.112,240,100000,0.0664,48540.46,11649710.4,59.0903
1.112,250,100000,0.0612,52608.64,13152159.84,51.382
1.112,260,100000,0.0566,56847.38,14780319.02,42.4165
1.112,270,100000,0.0525,61256.2,16539174.62,32.1441
1.112,280,100000,0.0488,65834.71,18433717.67,20.5148
1.112,290,100000,0.0455,70582.56,20468942.86,7.4787
1.112,300,100000,0.0425,75499.49,22649847.86,-7.0142
1.112,310,100000,0.0398,80585.27,24981432.92,-23.0139
1.112,320,100000,0.0374,85839.69,27468700.4,-40.5704
1.112,330,100000,0.0351,91262.59,30116654.49,-59.7338
1.112,340,100000,0.0331,96853.83,32930300.92,-80.5541
