rho,W,V,S,b,AR,Cd0,e,CL,CD,CL/CD,TR,PR,TA,PA,RC
1.112,50000,70,17,17.47,17.95299412,0.032,0.87,1.079568518,0.055763731,19.3596894,2582.686063,180788.0244,73161.4302,5121300.114,98.8102418
0.413,70000,50,47,54,62.04255319,0.051,0.77,2.884962135,0.106484311,27.09283742,2583.708709,129185.4354,27172.36571,1358618.286,17.56332643
0.525,50000,50,34,33,32.02941176,0.051,0.77,2.240896359,0.115844658,19.3439766,2584.783937,129239.1969,34541.14286,1727057.143,31.95635892
0.819,50000,40,34,33,32.02941176,0.051,0.77,2.244487539,0.11605266,19.34025066,2585.281902,103411.2761,53884.18286,2155367.314,41.03912076
0.819,50000,70,17,17.47,17.95299412,0.032,0.87,1.46578778,0.0758083,19.33545236,2585.923468,181014.6427,53884.18286,3771892.8,71.81756315
1.112,50000,60,17,17.47,17.95299412,0.032,0.87,1.469412705,0.076025246,19.32795724,2586.926253,155215.5752,73161.4302,4389685.812,84.68940474
1.112,70000,30,47,54,62.04255319,0.051,0.77,2.97634233,0.110054871,27.04416711,2588.358506,77650.75519,73161.4302,2194842.906,30.24560216
0.413,80000,80,47,54,62.04255319,0.032,0.87,1.287929524,0.041786911,30.82136238,2595.60233,207648.1864,27172.36571,2173789.257,24.57676338
1.112,50000,60,34,33,32.02941176,0.032,0.87,0.734706353,0.038169212,19.24866418,2597.582852,155854.9711,73161.4302,4389685.812,84.67661682
1.225,60000,50,47,54,62.04255319,0.032,0.87,0.83369518,0.03610087,23.09349266,2598.134499,129906.725,80596,4029800,64.99822125
0.819,50000,70,34,33,32.02941176,0.032,0.87,0.73289389,0.038138812,19.21648447,2601.932735,182135.2914,53884.18286,3771892.8,71.79515017
1.112,50000,40,34,33,32.02941176,0.051,0.77,1.653089293,0.086287695,19.15787987,2609.892136,104395.6854,73161.4302,2926457.208,56.44123045
1.007,70000,30,47,54,62.04255319,0.051,0.77,3.28668587,0.123012247,26.71836308,2619.920981,78597.62942,66253.20163,1987596.049,27.27140599
0.413,50000,120,17,17.47,17.95299412,0.032,0.87,0.989096203,0.051947629,19.04025697,2626.014979,315121.7975,27172.36571,3260683.886,58.91124177
0.819,70000,40,47,54,62.04255319,0.051,0.77,2.273140571,0.085446298,26.60314876,2631.267472,105250.6989,53884.18286,2155367.314,29.28738022
1.225,50000,70,17,17.47,17.95299412,0.032,0.87,0.97998383,0.051581774,18.9986454,2631.766579,184223.6605,80596,5641720,109.1499268
0.525,70000,50,47,54,62.04255319,0.051,0.77,2.269503546,0.085336158,26.59486441,2632.087118,131604.3559,34541.14286,1727057.143,22.79218267
0.819,70000,60,47,54,62.04255319,0.032,0.87,1.010284698,0.038022114,26.57097637,2634.453436,158067.2062,53884.18286,3233050.971,43.9283395
1.007,60000,60,34,33,32.02941176,0.032,0.87,0.973577117,0.042832853,22.72968172,2639.720201,158383.2121,66253.20163,3975192.098,63.61348143
1.007,50000,60,17,17.47,17.95299412,0.032,0.87,1.622628528,0.085684934,18.93715089,2640.3127,158418.762,66253.20163,3975192.098,76.33546672
0.525,50000,60,47,54,62.04255319,0.051,0.77,1.125745807,0.059448326,18.93654356,2640.397379,158423.8428,34541.14286,2072468.571,38.28089457
0.525,50000,60,34,33,32.02941176,0.051,0.77,1.556178027,0.082271537,18.91514479,2643.38447,158603.0682,34541.14286,2072468.571,38.27731006
0.413,50000,100,34,33,32.02941176,0.032,0.87,0.712149266,0.037796211,18.84181627,2653.671986,265367.1986,27172.36571,2717236.571,49.03738746
0.525,70000,40,47,54,62.04255319,0.051,0.77,3.546099291,0.13482851,26.30081192,2661.514793,106460.5917,34541.14286,1381645.714,18.21693032
1.225,50000,40,34,33,32.02941176,0.051,0.77,1.50060024,0.080077743,18.73929249,2668.190382,106727.6153,80596,3223840,62.34224769
1.112,80000,50,47,54,62.04255319,0.032,0.87,1.224552273,0.040847409,29.97870143,2668.561218,133428.0609,73161.4302,3658071.51,44.05804312
1.225,60000,20,47,54,62.04255319,0.051,0.77,5.210594876,0.231994168,22.46002527,2671.412844,53428.25689,80596,1611920,25.97486239
0.525,50000,110,17,17.47,17.95299412,0.032,0.87,0.925990231,0.049483445,18.71313172,2671.920486,293911.2535,34541.14286,3799525.714,70.11228922
0.525,50000,40,47,54,62.04255319,0.1,0.93,2.532928065,0.135411429,18.70542304,2673.02161,106920.8644,34541.14286,1381645.714,25.494497
1.225,90000,30,47,54,62.04255319,0.032,0.87,3.473729917,0.103195663,33.66158842,2673.670621,80210.11863,80596,2417880,25.97410979
1.007,70000,50,34,33,32.02941176,0.032,0.87,1.635609557,0.062574644,26.13853536,2678.038346,133901.9173,66253.20163,3312660.082,45.41083092
1.225,50000,30,34,33,32.02941176,0.051,0.77,2.66773376,0.142900026,18.66853238,2678.303735,80349.11205,80596,2417880,46.75061776
0.525,70000,70,34,33,32.02941176,0.032,0.87,1.600640256,0.06128125,26.11957599,2679.982249,187598.7574,34541.14286,2417880,31.86116061
0.819,50000,30,34,33,32.02941176,0.032,0.87,3.990200069,0.213966516,18.64871262,2681.150223,80434.50668,53884.18286,1616525.486,30.72181958
1.007,50000,80,17,17.47,17.95299412,0.032,0.87,0.912728547,0.048986249,18.63234216,2683.505894,214680.4715,66253.20163,5300256.131,101.7115132
0.413,70000,80,34,33,32.02941176,0.032,0.87,1.55782652,0.059735776,26.07861858,2684.191257,214735.3006,27172.36571,2173789.257,27.98648509
0.413,50000,70,34,33,32.02941176,0.051,0.77,1.45336585,0.078275993,18.56719792,2692.921152,188504.4806,27172.36571,1902065.6,34.27122239
1.112,70000,50,34,33,32.02941176,0.032,0.87,1.481168007,0.057073259,25.952049,2697.282207,134864.1104,73161.4302,3658071.51,50.33153428
0.525,50000,80,17,17.47,17.95299412,0.032,0.87,1.75070028,0.094493927,18.5271196,2698.746545,215899.7236,34541.14286,2763291.429,50.9478341
1.007,90000,50,47,54,62.04255319,0.032,0.87,1.521266031,0.045654373,33.32136485,2700.969795,135048.4898,66253.20163,3312660.082,35.30679547
0.413,50000,90,17,17.47,17.95299412,0.032,0.87,1.758393251,0.095044358,18.50076413,2702.591073,243233.1966,27172.36571,2445512.914,44.04559435
0.819,50000,50,34,33,32.02941176,0.051,0.77,1.436472025,0.07764557,18.50037332,2702.648165,135132.4083,53884.18286,2694209.143,51.18153469
0.413,50000,90,47,54,62.04255319,0.032,0.87,0.63601458,0.034386688,18.49595364,2703.293973,243296.4576,27172.36571,2445512.914,44.04432913
1.225,70000,50,47,54,62.04255319,0.032,0.87,0.972644377,0.03758174,25.88077025,2704.710846,135235.5423,80596,4029800,55.63663511
1.112,60000,40,47,54,62.04255319,0.051,0.77,1.435022195,0.064727998,22.17003837,2706.355262,108254.2105,73161.4302,2926457.208,46.97004996
0.819,50000,90,17,17.47,17.95299412,0.032,0.87,0.886711126,0.048031661,18.46097145,2708.416517,243757.4866,53884.18286,4849576.457,92.11637941
0.525,50000,90,34,33,32.02941176,0.032,0.87,0.691634679,0.037467083,18.45979525,2708.589089,243773.018,34541.14286,3108702.857,57.29859678
1.225,50000,40,47,54,62.04255319,0.051,0.77,1.085540599,0.05885565,18.44411888,2710.891223,108435.6489,80596,3223840,62.30808702
0.413,60000,30,47,54,62.04255319,0.032,0.87,6.868957464,0.310383244,22.13056791,2711.182119,81335.46356,27172.36571,815170.9714,12.2305918
0.525,50000,80,47,54,62.04255319,0.032,0.87,0.633232016,0.03436585,18.42619985,2713.527499,217082.1999,34541.14286,2763291.429,50.92418457
0.413,70000,60,47,54,62.04255319,0.051,0.77,2.003445927,0.07775748,25.76531437,2716.830813,163009.8488,27172.36571,1630341.943,20.96188706
0.819,70000,60,34,33,32.02941176,0.032,0.87,1.396570024,0.054290898,25.72383346,2721.211833,163272.71,53884.18286,3233050.971,43.85397516
0.819,70000,50,34,33,32.02941176,0.032,0.87,2.011060835,0.078222407,25.70952395,2722.726416,136136.3208,53884.18286,2694209.143,36.54389746
0.525,90000,70,47,54,62.04255319,0.032,0.87,1.488741393,0.045076754,33.02680983,2725.058838,190754.1186,34541.14286,2417880,24.74584313
0.525,60000,30,47,54,62.04255319,0.051,0.77,5.403579872,0.245649421,21.99712035,2727.629755,81828.89266,34541.14286,1036234.286,15.90675655
0.413,70000,70,34,33,32.02941176,0.032,0.87,2.03471219,0.07931601,25.65323448,2728.700744,191009.0521,27172.36571,1902065.6,24.44366497
0.819,80000,30,47,54,62.04255319,0.032,0.87,4.618444335,0.157849897,29.25845643,2734.252239,82027.56718,53884.18286,1616525.486,19.18122398
0.413,50000,50,34,33,32.02941176,0.051,0.77,2.848597066,0.155783454,18.28562018,2734.389073,136719.4536,27172.36571,1358618.286,24.43797664
1.225,70000,50,34,33,32.02941176,0.032,0.87,1.344537815,0.05266085,25.53201898,2741.655489,137082.7745,80596,4029800,55.61024608
0.413,90000,50,47,54,62.04255319,0.032,0.87,3.709237031,0.113176554,32.77389971,2746.087612,137304.3806,27172.36571,1358618.286,13.5701545
0.525,50000,40,103,40,15.53398058,0.032,0.87,1.155802127,0.063480043,18.2073305,2746.146669,109845.8668,34541.14286,1381645.714,25.43599695
1.225,70000,40,34,33,32.02941176,0.032,0.87,2.100840336,0.082441528,25.48279242,2746.951702,109878.0681,80596,3223840,44.48517046
1.112,100000,40,47,54,62.04255319,0.032,0.87,2.391703658,0.065750186,36.37561802,2749.094185,109963.7674,73161.4302,2926457.208,28.16493441
0.525,100000,60,47,54,62.04255319,0.032,0.87,2.251491613,0.061909015,36.36775077,2749.688883,164981.333,34541.14286,2072468.571,19.07487238
1.225,100000,40,47,54,62.04255319,0.032,0.87,2.171081198,0.059810806,36.29914652,2754.885709,110195.4284,80596,3223840,31.13644572
1.007,50000,30,103,40,15.53398058,0.032,0.87,1.071249902,0.059042693,18.14364919,2755.785205,82673.55615,66253.20163,1987596.049,38.09844986
0.413,90000,80,47,54,62.04255319,0.032,0.87,1.448920715,0.044386559,32.64323126,2757.079998,220566.3999,27172.36571,2173789.257,21.70247619
0.413,50000,130,17,17.47,17.95299412,0.032,0.87,0.842780197,0.046482477,18.13113772,2757.686846,358499.29,27172.36571,3532407.543,63.47816506
0.819,80000,60,47,54,62.04255319,0.032,0.87,1.154611084,0.039865619,28.96257791,2762.18506,165731.1036,53884.18286,3233050.971,38.34149835
0.413,100000,70,47,54,62.04255319,0.032,0.87,2.102742081,0.058087559,36.19952543,2762.467154,193372.7008,27172.36571,1902065.6,17.08692899
1.112,50000,30,34,33,32.02941176,0.051,0.77,2.93882541,0.162526542,18.082126,2765.161575,82954.84724,73161.4302,2194842.906,42.23776118
0.819,100000,50,47,54,62.04255319,0.032,0.87,2.078299951,0.057484604,36.15402735,2765.943585,138297.1792,53884.18286,2694209.143,25.55911964
0.819,50000,30,103,40,15.53398058,0.032,0.87,1.317153421,0.072882841,18.0722019,2766.680024,83000.40073,53884.18286,1616525.486,30.6705017
0.819,70000,30,47,54,62.04255319,0.051,0.77,4.041138793,0.159867312,25.27808064,2769.19759,83075.9277,53884.18286,1616525.486,21.90642226
1.007,100000,40,47,54,62.04255319,0.032,0.87,2.64108686,0.073155398,36.10241937,2769.897468,110795.8987,66253.20163,2650128.065,25.39332167
0.525,70000,60,34,33,32.02941176,0.032,0.87,2.178649237,0.08624713,25.26054189,2771.120284,166267.217,34541.14286,2072468.571,27.23144792
0.413,50000,70,47,54,62.04255319,0.051,0.77,1.05137104,0.058368889,18.0125246,2775.846312,194309.2419,27172.36571,1902065.6,34.15512716
1.007,50000,30,47,54,62.04255319,0.1,0.93,2.347632765,0.13041992,18.00056898,2777.689974,83330.69923,66253.20163,1987596.049,38.08530699
1.112,50000,80,17,17.47,17.95299412,0.032,0.87,0.826544647,0.045929863,17.99580039,2778.426017,222274.0814,73161.4302,5852914.416,112.6128067
1.225,50000,60,34,33,32.02941176,0.032,0.87,0.66693344,0.03708355,17.98461676,2780.153765,166809.2259,80596,4835760,93.37901548
1.112,60000,60,34,33,32.02941176,0.032,0.87,0.881647623,0.040883666,21.56478885,2782.313355,166938.8013,73161.4302,4389685.812,70.37911685
1.112,90000,30,47,54,62.04255319,0.032,0.87,3.826725853,0.118400477,32.32018958,2784.637131,83539.11393,73161.4302,2194842.906,23.45893102
0.413,60000,90,47,54,62.04255319,0.032,0.87,0.763217496,0.03543683,21.53740874,2785.850458,250726.5412,27172.36571,2445512.914,36.57977288
0.819,60000,70,34,33,32.02941176,0.032,0.87,0.879472668,0.040839889,21.53464863,2786.207522,195034.5265,53884.18286,3771892.8,59.61430456
1.225,50000,50,17,17.47,17.95299412,0.032,0.87,1.920768307,0.107225342,17.91338003,2791.209695,139560.4847,80596,4029800,77.80479031
1.112,50000,30,103,40,15.53398058,0.032,0.87,0.970097708,0.054176821,17.90613926,2792.338386,83770.15159,73161.4302,2194842.906,42.22145509
1.007,70000,40,47,54,62.04255319,0.051,0.77,1.848760802,0.073785125,25.05600965,2793.740942,111749.6377,66253.20163,2650128.065,36.26254897
1.225,60000,30,34,33,32.02941176,0.032,0.87,3.201280512,0.149124998,21.46709502,2794.975284,83849.25853,80596,2417880,38.90051236
0.525,60000,80,47,54,62.04255319,0.032,0.87,0.759878419,0.035406824,21.46135519,2795.722799,223657.8239,34541.14286,2763291.429,42.32722674
0.819,50000,50,47,54,62.04255319,0.051,0.77,1.039149975,0.058198573,17.85524829,2800.2971,140014.855,53884.18286,2694209.143,51.08388576
0.413,70000,90,34,33,32.02941176,0.032,0.87,1.230875275,0.049315308,24.95929385,2804.566524,252410.9872,27172.36571,2445512.914,31.33002753
0.525,60000,60,47,54,62.04255319,0.051,0.77,1.350894968,0.063165589,21.38656496,2805.499626,168329.9776,34541.14286,2072468.571,31.73564323
0.413,100000,60,47,54,62.04255319,0.032,0.87,2.86206561,0.080330424,35.62866291,2806.72896,168403.7376,27172.36571,1630341.943,14.61938205
0.525,70000,80,34,33,32.02941176,0.032,0.87,1.225490196,0.049164131,24.92650989,2808.25516,224660.4128,34541.14286,2763291.429,36.26615737
0.413,50000,50,103,40,15.53398058,0.032,0.87,0.940313595,0.052835972,17.79684472,2809.486782,140474.3391,27172.36571,1358618.286,24.36287893
1.112,70000,40,34,33,32.02941176,0.032,0.87,2.314325011,0.093214011,24.82808107,2819.388249,112775.53,73161.4302,2926457.208,40.19545255
0.413,50000,40,103,40,15.53398058,0.032,0.87,1.469239992,0.082869073,17.729654,2820.133997,112805.3599,27172.36571,1086894.629,19.48178537
1.112,90000,50,47,54,62.04255319,0.032,0.87,1.377621307,0.043197502,31.89122636,2822.092791,141104.6396,73161.4302,3658071.51,39.07740967
1.225,80000,50,47,54,62.04255319,0.032,0.87,1.111593574,0.039290436,28.29170891,2827.683554,141384.1777,80596,4029800,48.60519778
1.112,60000,20,47,54,62.04255319,0.051,0.77,5.74008878,0.270647965,21.20868996,2829.029049,56580.58099,73161.4302,1463228.604,23.44413372
0.413,60000,40,47,54,62.04255319,0.1,0.93,3.863788573,0.182399476,21.18311226,2832.444981,113297.7992,27172.36571,1086894.629,16.22661382
0.413,60000,100,34,33,32.02941176,0.032,0.87,0.85457912,0.040346544,21.18097446,2832.73086,283273.086,27172.36571,2717236.571,40.56605809
0.819,50000,60,17,17.47,17.95299412,0.032,0.87,1.995100034,0.113160285,17.63074418,2835.955164,170157.3098,53884.18286,3233050.971,61.25787323
0.525,50000,120,17,17.47,17.95299412,0.032,0.87,0.778089013,0.044344479,17.54646858,2849.576242,341949.149,34541.14286,4144937.143,76.05975988
1.225,50000,30,103,40,15.53398058,0.032,0.87,0.880611144,0.050274129,17.51618884,2854.502224,85635.06673,80596,2417880,46.64489867
1.225,60000,40,47,54,62.04255319,0.051,0.77,1.302648719,0.062312135,20.90521708,2870.096961,114803.8784,80596,3223840,51.81726869
1.225,60000,20,47,54,62.04255319,0.1,0.93,5.210594876,0.249855386,20.85444285,2877.084774,57541.69549,80596,1611920,25.90630508
1.225,70000,20,47,54,62.04255319,0.032,0.87,6.079027356,0.250036716,24.31253875,2879.17279,57583.45579,80596,1611920,22.20480777
0.819,60000,30,47,54,62.04255319,0.1,0.93,3.463833251,0.166223434,20.83841714,2879.297386,86378.92157,53884.18286,1616525.486,25.50244274
1.007,70000,60,34,33,32.02941176,0.032,0.87,1.13583997,0.046744717,24.29878821,2880.802096,172848.1258,66253.20163,3975192.098,54.3191996
1.007,50000,30,34,33,32.02941176,0.051,0.77,3.245257057,0.186996856,17.35460755,2881.079268,86432.37803,66253.20163,1987596.049,38.02327342
0.525,60000,90,34,33,32.02941176,0.032,0.87,0.829961614,0.039872599,20.81533755,2882.489889,259424.09,34541.14286,3108702.857,47.48797945
0.413,70000,90,47,54,62.04255319,0.032,0.87,0.890420412,0.036677908,24.27675042,2883.417212,259507.5491,27172.36571,2445512.914,31.22864807
1.007,100000,50,47,54,62.04255319,0.032,0.87,1.69029559,0.048857251,34.59661676,2890.456044,144522.8022,66253.20163,3312660.082,31.68137279
0.525,70000,80,47,54,62.04255319,0.032,0.87,0.886524823,0.036637066,24.19748439,2892.862698,231429.0159,34541.14286,2763291.429,36.16946304
0.413,70000,40,47,54,62.04255319,0.051,0.77,4.507753336,0.186459744,24.17547739,2895.496079,115819.8432,27172.36571,1086894.629,13.87249693
1.225,50000,80,17,17.47,17.95299412,0.032,0.87,0.75030012,0.043478476,17.25681725,2897.405662,231792.453,80596,6447680,124.3177509
1.007,50000,60,47,54,62.04255319,0.032,0.87,0.586908191,0.034032365,17.24558917,2899.292074,173957.5245,66253.20163,3975192.098,76.02469147
0.525,60000,30,47,54,62.04255319,0.1,0.93,5.403579872,0.261161348,20.69058039,2899.870322,86996.10965,34541.14286,1036234.286,15.82063627
0.525,100000,50,47,54,62.04255319,0.032,0.87,3.242147923,0.094019333,34.48384317,2899.908792,144995.4396,34541.14286,1727057.143,15.82061703
0.819,100000,40,47,54,62.04255319,0.032,0.87,3.247343673,0.094218272,34.46617741,2901.395151,116055.806,53884.18286,2155367.314,20.39311508
0.413,50000,40,34,33,32.02941176,0.032,0.87,4.450932916,0.258414499,17.22400615,2902.925112,116117.0045,27172.36571,1086894.629,19.41555248
0.413,60000,50,34,33,32.02941176,0.032,0.87,3.418316479,0.165544705,20.6489025,2905.723439,145286.172,27172.36571,1358618.286,20.2222019
0.819,90000,60,47,54,62.04255319,0.032,0.87,1.298937469,0.041954923,30.96031075,2906.947566,174416.854,53884.18286,3233050.971,33.98482353
0.525,100000,70,47,54,62.04255319,0.032,0.87,1.654157104,0.048144141,34.35842999,2910.493873,203734.5711,34541.14286,2417880,22.14145429
1.112,50000,50,17,17.47,17.95299412,0.032,0.87,2.115954295,0.12329075,17.16231178,2913.360428,145668.0214,73161.4302,3658071.51,70.24806978
1.112,70000,40,47,54,62.04255319,0.051,0.77,1.674192561,0.06968533,24.02503586,2913.627285,116545.0914,73161.4302,2926457.208,40.14160167
1.007,70000,40,34,33,32.02941176,0.032,0.87,2.555639932,0.106645128,23.96396327,2921.052716,116842.1086,66253.20163,2650128.065,36.18979938
1.007,90000,30,47,54,62.04255319,0.032,0.87,4.225738976,0.137357819,30.76445888,2925.453698,87763.61094,66253.20163,1987596.049,21.10924931
0.413,80000,40,47,54,62.04255319,0.032,0.87,5.151718098,0.188590575,27.31694361,2928.585319,117143.4127,27172.36571,1086894.629,12.1218902
0.413,60000,70,47,54,62.04255319,0.051,0.77,1.261645248,0.061611199,20.47753103,2930.040732,205102.8512,27172.36571,1902065.6,28.28271248
1.007,50000,50,34,33,32.02941176,0.051,0.77,1.16829254,0.068625193,17.02425153,2936.98668,146849.334,66253.20163,3312660.082,63.31621495
0.413,100000,80,47,54,62.04255319,0.032,0.87,1.609911906,0.047292048,34.04191535,2937.55504,235004.4032,27172.36571,2173789.257,19.38784854
1.112,50000,30,47,54,62.04255319,0.1,0.93,2.125958807,0.124946374,17.01496999,2938.588785,88157.66356,73161.4302,2194842.906,42.13370485
0.413,50000,140,17,17.47,17.95299412,0.032,0.87,0.726682925,0.042767233,16.99158139,2942.633699,411968.7178,27172.36571,3804131.2,67.84324964
1.112,60000,20,47,54,62.04255319,0.1,0.93,5.74008878,0.281859068,20.3651024,2946.216465,58924.32929,73161.4302,1463228.604,23.40507125
1.225,60000,60,34,33,32.02941176,0.032,0.87,0.800320128,0.039320312,20.35385985,2947.843821,176870.6293,80596,4835760,77.64815618
0.819,60000,50,47,54,62.04255319,0.051,0.77,1.24697997,0.061365945,20.32039042,2952.699174,147634.9587,53884.18286,2694209.143,42.44290307
1.007,50000,90,17,17.47,17.95299412,0.032,0.87,0.721168235,0.042604431,16.92707097,2953.848311,265846.348,66253.20163,5962788.147,113.938836
